question,answer1,answer2,spread,rewards_daily_rate,gm_reward_per_100,sm_reward_per_100,bid_reward_per_100,ask_reward_per_100,volatility_sum,volatilty/reward,min_size,1_hour,3_hour,6_hour,12_hour,24_hour,7_day,30_day,best_bid,best_ask,volatility_price,max_spread,tick_size,neg_risk,market_slug,token1,token2,condition_id
Trump declares another national emergency by December 31?,Yes,No,0.05,3,1.09,1.09,1.09,1.09,17.03,0.06,100,0,8.55,6.04,8.18,6.08,4.42,5.55,0.21,0.26,0.24,3.5,0.01,FALSE,trump-declares-another-national-emergency-by-december-31,28112035757673307013253665940402100922936737576565629412404456047389021577893,104759648951494333492184639862726021373430502108473533439816439699910220985409,0x476470074f6062901d48caee130241fdd3690f9ba88e95a81896febf158e08ba
"Will GMGN launch a token by December 31, 2025?",Yes,No,0.01,10,1.09,1.16,1.57,0.75,197.94,0.01,50,0,0,0,0,61.24,68.35,68.35,0.1,0.11,0.1,3.5,0.01,FALSE,will-gmgn-launch-a-token-by-december-31-2025,58543804255623805063521023303205370576687888845469285269505100936900431788530,38322390341389480842168281225437534056744163712912285728181760649227301291546,0x8ec28c6085ac7dcbfa70506bb951dbb33e9049875b7df1e193f9271d49cf0d3c
North Korea missile launch by November 30?,Yes,No,0.02,5,1.09,1.11,0.89,1.33,52.13,0.02,100,0,27.88,22.52,31.33,22.25,15.16,14.72,0.27,0.29,0.28,4.5,0.01,FALSE,north-korea-missile-launch-by-november-30,103129001736955590635422841565269891602399277451788997675874615630153771508797,91209103980499018928114352563209674884891757355535667564472034243955458902034,0x8c62ff986325a2fcf82c92283ce3e146e6c4441fbe5bca4210c6a42261fdc17d
Over $1.6B committed to the Monad public sale?,Yes,No,0.003,20,1.09,1.1,1.29,0.92,270.27,0,50,0,0,68.64,69.59,49.21,110.53,110.53,0.015,0.018,0.02,3.5,0.001,FALSE,over-1pt6b-committed-to-the-monad-public-sale-753-461,76411858006557317122509407312173706157699769343396782463587577409477167124909,46244016555251816201081581643864948509597168452465728313811289791081107364102,0x113b8c4300a7f711c63086b91608658da284c3fa42dbf995d6a71359ed0b5bb0
Will Trump meet with Daniel Noboa in November?,Yes,No,0.09,3,1.08,1.08,1.04,1.12,95.11,0.01,20,75.79,57.3,44.4,41.47,47.39,26.03,20.5,0.05,0.14,0.12,5.5,0.01,FALSE,will-trump-meet-with-daniel-noboa-in-november,62748072502885968127808959648445380705879915618527053523719813646977151985515,4057861534572766357207354407548090530453415968140330405027705535433673426583,0x614bb5fd684b9674653ddd8f21563df9d6d3bc2574a565792fb3deb841fdc018
"Starmer out by June 30, 2026?",Yes,No,0.03,5,1.08,1.14,0.8,1.47,42.84,0.03,100,16.29,20.1,14.4,12.31,9.17,19.21,11.84,0.35,0.38,0.37,3.5,0.01,FALSE,starmer-out-by-june-30-2026,34554555827438551101000555305203609600029621153428996114009350892614396532498,64622848174080349355505680625481066249195809702245025265549356236367119746958,0xbee2cd40473495f713c69b9dfbce9fc2837fa4011568222c83c83bb773e35053
Foreign intervention in Gaza by March 31?,Yes,No,0.03,5,1.08,1.11,0.85,1.37,23.33,0.05,50,0,0,0,0,3.17,7.54,12.62,0.38,0.41,0.4,4.5,0.01,FALSE,foreign-intervention-in-gaza-by-march-31,1804034703354553889116062719422925384982721317205797546753107381472975101427,68024824182408167624287453919018509396634855958628063023790853011917622830704,0xd4adc3e7d85d7bd90d11e6680fc775376ef568e88ee3fc080a620b2f9f4959fb
Will Israel strike 2 countries in November 2025?,Yes,No,0.01,5,1.07,1.08,1.19,0.96,46.55,0.02,100,0,0,0,15.73,12.11,15.13,19.56,0.07,0.08,0.08,4.5,0.01,TRUE,will-israel-strike-2-countries-in-november-2025,112609335957083655216516001880683744114370010580944009928438557357653286167661,108146793556472640105188011899338511761741441244912511987386574001418384340375,0x36ec3a40dfb0ad1d79df1a1fd8a0b114c93753e0f3ae30714f0ee0a4dd9d88fa
Will Netflix dip to $1015 in November?,Yes,No,0.01,5,1.07,1.07,1.11,1.03,84.25,0.01,100,0,0,0,0,33.3,26.11,23.9,0.1,0.11,0.1,4.5,0.01,FALSE,will-nflx-dip-to-1015-in-november,90266742094170195320596767325732992370379775153697229959217775805896164669893,49943762083382693204546428866340126758447610819042599546734657543518489149814,0x4fab1a1f60567253b2b617fa00a66af868f7bf4ba005fa3e64cf32cc93f691be
Will Semtech (SMTC) beat quarterly earnings?,Yes,No,0.03,5,1.07,1.09,1.28,0.9,10.6,0.1,50,5.12,3.11,2.23,1.78,1.38,1.4,7.82,0.87,0.9,0.88,4.5,0.01,FALSE,smtc-quarterly-earnings-nongaap-eps-11-24-2025-0pt45,3133446320034166927242347077001625882543248858732580788475808011005539260128,47761463519945928177083375954018493615998741431631255874607627705215699130156,0x71573c097b3b0be64ff26c940174f4795e1a5467315d8d3645ddb37f2d8830ce
Based FDV above $800M one day after launch?,Yes,No,0.02,5,1.07,1.08,0.96,1.19,63.91,0.02,50,0,0,0,0,26.06,18.41,19.44,0.17,0.19,0.18,3.5,0.01,FALSE,based-fdv-above-800m-one-day-after-launch-636,86894272409112017997456464501381819334985099891932714459832555168949434158906,75231301797963528321717234880349943456771950024881618016244752301157757940724,0x627a5b10e35c114cd0ee6b84a5843dc0317e36f7cf8f040cf6423eb9abadb76f
Will Waymo launch in Las Vegas by June 30 2026?,Yes,No,0.04,5,1.07,1.1,0.85,1.35,21.59,0.05,50,0,0,0,0,4.27,7.13,10.19,0.36,0.4,0.38,4.5,0.01,FALSE,will-waymo-launch-in-las-vegas-by-june-30-2026,100785857940864452744576443371218072847730447564241361121720225984056432071878,43322802749783008826539159893126560015697488925533477320815370772796509146243,0x43cbb41ed2b42c94ab66eb827032151f5ec52ffa32a9bf4e4456f42c7e022739
Nothing Ever Happens: AI Edition,Yes,No,0.05,3,1.07,1.07,1.06,1.08,4.81,0.22,100,0,0,1.64,1.66,1.17,1.38,7.01,0.57,0.62,0.6,3.5,0.01,FALSE,nothing-ever-happens-ai-edition,43583398253641389327832749548466475963009941065752300969267016212230137906159,63148088117285348800006004128730257199929027319951578334840428136561954940877,0x0144c66a89b062a632ac4a5ee3b07ffdd3527c7a52d3e88c7a927297ea9b8bee
Will the Los Angeles Clippers win the 2025–2026 NBA Pacific Division?,Yes,No,0.05,3,1.06,1.06,1.01,1.11,158.3,0.01,100,173.3,125.47,118.4,85.43,69.69,46.19,34.58,0.04,0.09,0.06,3.5,0.01,TRUE,nba-2025-26-pacific-division-winner-los-angeles-clippers,73465272158379631750792516332599657470197988000464919141727444493551670205287,27905171842534511582244741396741400726332651129007497511320334415151063763540,0xbd3915e973e50831f5a29bc3713459f20895be5dfb1dc133fa783da8af4b0257
Will Trump talk to Luiz Inácio Lula da Silva in November?,Yes,No,0.05,3,1.06,1.06,1.04,1.08,69.48,0.02,20,0,0,7.68,7.68,8.4,33,24.27,0.16,0.21,0.18,4.5,0.01,FALSE,will-trump-talk-to-luiz-incio-lula-da-silva-in-november-476,104878637711843766537010349929787941738308006029566181960873255061959611764862,82638137351405900670334124011112556390485439063777512846471420367586268775534,0x4e743734be0633642a693d084eb16170b145ea3e851c283f6c2cddb1e400861a
Will Amy Madigan be nominated for Best Supporting Actress at the 98th Academy Awards?,Yes,No,0.06,3,1.05,1.05,1.05,1.05,41.59,0.03,50,0,0,0,0,1.49,20.31,24.57,0.44,0.5,0.48,4.5,0.01,FALSE,will-amy-madigan-be-nominated-for-best-supporting-actress-at-the-98th-academy-awards,54000528591789670304847681504049692139185655431879490747383521735476879756715,97563398788241696999398698139016352834299046356604537249875808226223386015542,0x74141c26955ac22c204d3d0fdca7d00869b6bbfd440c683e479a9092fd775fde
Will Waymo launch in Detroit by June 30 2026?,Yes,No,0.02,5,1.05,1.06,1.18,0.93,37.33,0.03,50,0,0,34.07,24.19,17.14,8.49,11.7,0.29,0.31,0.3,4.5,0.01,FALSE,will-waymo-launch-in-detroit-by-june-30-2026,112951246296996088942289284555776845449943970543760706864846701172427419005466,6799691188980451721484578675382233471625585084129536475396575932121945367794,0x8d29d3f509545f13e170dc60cf8f644847fe02f9825ffdbd3480f8df1ce7862b
Will Barack Obama be named in newly released Epstein files?,Yes,No,0.01,10,1.05,1.08,0.83,1.33,136.24,0.01,50,13.8,14.21,24.08,21.27,29.76,61.7,30.84,0.16,0.17,0.16,5.5,0.01,FALSE,will-barack-obama-be-named-in-newly-released-epstein-files,44070794057892953016390900388120885452604992573522015872055178776810618781283,100224376110403959962647756508889392899587473922052312984406721318550397653159,0x88cb3c3f8cb2983fe1b59c5a43be62f7096b3d02ac70a27b2eaaf2c4ab33f300
Will Russia capture Novopavlivka by November 30?,Yes,No,0.03,5,1.05,1.06,1.14,0.97,83.44,0.01,100,6.84,10.75,12.28,22.57,37.88,25.22,23.84,0.43,0.46,0.44,4.5,0.01,FALSE,will-russia-capture-novopavlivka-by-november-30,45329882196856561008825856471508417546818331582225473218951160431613488643673,41066051825860171832416110138455358534608273011492134974617458232374913182595,0xaba8587c57fb3d6e667817df768f6f146419a240e7c166dc66f07ddbdf1694fc
Cap on gambling loss deductions repealed in 2025?,Yes,No,0.02,5,1.04,1.04,1.02,1.07,86.74,0.01,200,0,0,9.44,6.72,9.16,43.13,24.81,0.1,0.12,0.11,3.5,0.01,FALSE,will-the-cap-on-gambling-loss-deductions-be-repealed-in-2025,7659113957645435331793395348651019347992140060112549913674526827882486277159,18040010904167376339496812068017422806475068519215905180119682388342307100503,0x7ddbf4c4ff0b3fdfe7e3230a4607d0485f3b12082f99f9ab1e7c48b8c8e729b1
Will Elon and DOGE cut 150-200k employees in 2025?,Yes,No,0.05,3,1.04,1.04,1.04,1.05,17.84,0.06,100,0,0,0,0,0,7.92,14.29,0.37,0.42,0.4,3.5,0.01,TRUE,will-elon-and-doge-cut-150-200k-employees-in-2025,17233973063443655264056149140261706801123070716050395256976577064874986381462,62507079221457239933603647251632711939307336110019142507263640917896167185301,0x17b9d9abd9064c5d892b522ddb245fdc853183b20dd5001aba4294ebd1c371b8
Will Tarcisio de Frietas qualify for Brazil's presidential runoff?,Yes,No,0.05,3,1.04,1.04,1.05,1.04,24.35,0.04,20,0,19.22,14.16,10.91,8.72,8.4,5.78,0.5,0.55,0.52,4.5,0.01,FALSE,will-tarcisio-de-frietas-qualify-for-brazils-presidential-runoff,46016408901619903295207375832539898750164493226855442884509133805980187874445,104364047276779956150815000750759444324012427302824233404469499322904769447374,0xd7391798f941b8fe16773f96397ef3f91a2fc36939bdd50a78776dbf93ddd280
Transgender women be banned from the Olympics before Winter Games?,Yes,No,0.05,3,1.03,1.03,1.04,1.02,70.34,0.01,100,13.94,10.71,24.48,37.24,26.34,22,22,0.36,0.41,0.4,4.5,0.01,FALSE,transgender-women-be-banned-from-the-olympics-before-winter-games,17035310485917291939612447426722860096602275901091258309686768366821361837208,82628073719862075742469096966438497548648819758408415196781786965915146651086,0x79148d3ed1e72323ac957de36ac181f962b0e1e54ff0abf92525b40cf21798b3
Will Trump send the national guard to Boston by December 31?,Yes,No,0.03,4,1.03,1.04,0.97,1.1,5.39,0.19,50,0,0,0,0,0,3.16,1.87,0.06,0.09,0.08,4.5,0.01,FALSE,will-trump-send-the-national-guard-to-boston-by-december-31-978,94056874800801186764955630680940248787142678195213932671414643508439148317466,105828796378882192158062719487820682902344650988351811932773625083120583234245,0xcd3b2c5a0afb6d720588ab316c00b370e396b6a30b151e4020b6c0c0daae8f64
Will Magnus Carlsen win the 2025–2026 Speed Chess Championship?,Yes,No,0.02,5,1.03,1.04,1.02,1.05,11.38,0.09,100,7.38,7.76,5.54,5.54,5.17,3.6,5.16,0.62,0.64,0.63,4.5,0.01,TRUE,will-magnus-carlsen-win-the-20252026-speed-chess-championship,108456952547487474428146006845473386682734148345533886849039367054506212522131,86589040953515751040446070020016833653589010620914422243273992979079658260371,0xdbcf85f7f477eb6a29820205b439d06f4cd64988e5f09f86dcd62c9e97849701
Backpack FDV above $5B one day after launch?,Yes,No,0.01,5,1.03,1.04,0.98,1.09,85.02,0.01,50,0,0,0,0,0,42.51,42.51,0.06,0.07,0.06,3.5,0.01,FALSE,backpack-fdv-above-5b-one-day-after-launch,2874734991454575819684672087415856112748872433336302109630303715420281568442,25279578076133232047390411765075080534062337563043766253152402606209978133937,0x9b86f8d7116a635912beff1e82e67e6658c31b6bf41ca9895a67e183e33e4fe4
Will Trump agree to a tariff agreement with Mexico by November 30?,Yes,No,0.06,3,1.02,1.03,0.86,1.21,71.4,0.01,20,0,0,8.61,6.09,4.3,38.87,24.54,0.13,0.19,0.16,4.5,0.01,FALSE,will-trump-agree-to-a-tariff-agreement-with-mexico-by-november-30,56611114554075636562646471255170865412603734682591731603138591834109146178278,91254168474821970479104631384759399687037844713587322530726512476151282824369,0x863a698cc59a3fa77f3e17fc0d60ae4c32369055bb8181004154182bab5830c3
Mahmoud Abbas out as Palestinian President by December 31?,Yes,No,0.02,5,1.02,1.02,0.92,1.12,30.77,0.03,100,0,0,0,0,15.83,8.47,11.54,0.04,0.06,0.05,4.5,0.01,FALSE,mahmoud-abbas-out-as-palestinian-president-by-december-31,55461399766655514528714543678377612237397794284309402851458909675487590488876,19233908594368933053608151573175197143671860633608637408001290334508479139111,0xac69d416d3df386b9b98c37787acfd042d056e8b817d3462eb387509cced694a
U.S. anti-cartel operation on foreign soil by November 30?,Yes,No,0.02,5,1.02,1.02,0.98,1.06,36.51,0.03,100,0,0,0,0,7.97,14.65,15.17,0.23,0.25,0.24,3.5,0.01,FALSE,us-anti-cartel-operation-on-foreign-soil-by-november-30,84637027939280233302466170520826680612137735172506300779046222598222618214319,106109094037425968516316787540531605530505269353234042401274738649365374873485,0x05f07c49dbfdbe3f92458aaeeda5a8dd31a8722ce8d54d0d720b67eba2fe8e0f
Will Amazon (AMZN) close at <$225 on the final day of trading of the week of Nov 17 – Nov 21?,Yes,No,0.058,10,1.02,1.02,0.97,1.07,173.9,0.01,50,0,0,1.75,20.05,47.85,57.76,68.29,0.533,0.591,0.56,4.5,0.001,TRUE,will-amzn-close-below-225-week-november-21-2025,99740284343952511936980352099580456475770201791758370092693328645684262021018,81925261223906024895172084919175423290913226201887165206689444393769662548549,0xcc12cc80945db15a26b62a98829f647e521d8d9af5dfbceaee4b956c31b00454
Foreign intervention in Gaza in 2025?,Yes,No,0.03,5,1.02,1.06,0.75,1.38,41.44,0.02,50,0,0,11.66,15.31,15.16,14.62,11.02,0.07,0.1,0.08,4.5,0.01,FALSE,foreign-intervention-in-gaza-in-2025,79114438315972696724819970948238656007204105931055338173320588323960996608036,7219442661547023986878256337644573267007229435823659467196420721329323626164,0xa410ffc18cb3b13a41625bca1081eeeaf84c09038b4d14c3a50faf20924a6d6b
Will Trump agree to a tariff agreement with China by November 30?,Yes,No,0.01,5,1.02,1.07,0.76,1.38,84.51,0.01,100,26.82,38.82,35.24,28,20.37,35.73,27.81,0.08,0.09,0.08,4.5,0.01,FALSE,will-trump-agree-to-a-tariff-agreement-with-china-by-november-30,63807591601104530319793650017604181834839627404833635740411271872677318406401,92460853833348295113431820192804933195936923285137058191205742690619809895717,0x9c75d239061dc9b370cb4f6239e7960ae0ef29416b24bc920787f96023411998
Will MegaETH perform an airdrop by December 31?,Yes,No,0.02,5,1.02,1.02,1.16,0.89,156.16,0.01,50,23.99,21.16,106.59,84.34,72.8,43.81,42.63,0.09,0.11,0.1,3.5,0.01,FALSE,will-megaeth-perform-an-airdrop-by-december-31,72437090832830943034376069152347722505120957042813162858441216265566569756315,93177922118262528317279952036647913449198232566420622307579685644129069923814,0xe7ea46ccb3ad14ee6c67cbcfde86b97347387c18a638c428db427a3178060348
Will NVIDIA (NVDA) close at $210-$215 on the final day of trading of the week of Nov 17 – Nov 21?,Yes,No,0.033,10,1.02,1.03,1.2,0.87,140.23,0.01,50,0,115.14,81.42,80.99,60.81,37.02,42.4,0.01,0.043,0.03,4.5,0.001,TRUE,will-nvda-close-between-210-and-215-week-november-21-2025,47660171138225557096251546877560156802617584134915999437576391385048281365901,11156097990562095756851314821025204736061385104662275341125366911099604343605,0x6e4a20f8ff2dcf4eb81d02455a5a917671448100597ee88e01a0697f0e74e67a
Metamask FDV above $1B one day after launch?,Yes,No,0.01,10,1.01,1.08,0.68,1.49,2.73,0.37,50,0,0,0,0,0,1.26,5.33,0.74,0.75,0.74,3.5,0.01,FALSE,metamask-fdv-above-1b-one-day-after-launch,32625782428938402255128136733519807459769332197090650257160146460579374232757,64494546053917393457112995513729031396777330451365750961867310732806049722473,0xb0dafd2efe994270384d6265f1c62dbfe10880bba15dfda68974898617b5cee8
Will the U.S. test a nuclear weapon by March 31 2026?,Yes,No,0.01,5,1.01,1.04,0.77,1.32,61.1,0.02,100,0,0,0,0,15.24,11.93,33.93,0.09,0.1,0.1,4.5,0.01,FALSE,will-the-us-test-a-nuclear-weapon-by-march-31-2026,55853066938066992609504017180463557293153051974709046902225813195567009742450,2791529148251570214514325780946468314910358072483588680230908286320165209501,0xa70a86d250db7b0eb5f19b7856d13acf2dbfc554b8792fe9e004b521e8f601f7
EdgeX FDV above $10B one day after launch?,Yes,No,0.01,5,1.01,1.03,1.24,0.83,85.69,0.01,50,0,0,0,24.44,37.69,20.23,27.77,0.06,0.07,0.06,3.5,0.01,FALSE,edgex-fdv-above-10b-one-day-after-launch,50401108248653540228907893517606214735267602592340110668481598783990639244405,114463303110662407118963797405449165471582131722224043603416106121575813439200,0x72953c956e8f1b4f51d4fe3414dd4cb2fdda1ad7f763fa5440c6b81cb2dca3b5
Will Kei Kawamura & Yumi Takada (Rental Family) be nominated for Achievement in Casting at the 98th Academy Awards?,Yes,No,0.16,2,1,1,1,1,58.79,0.02,50,23.99,14.56,24.74,24.11,22.23,15.93,38.05,0.01,0.17,0.09,4.5,0.01,FALSE,will-kei-kawamura-yumi-takada-rental-family-be-nominated-for-achievement-in-casting-at-the-98th-academy-awards,8705471723346412235871071710005610435505041107662622348039288723537143013568,112639515101738788169913627107143500408855466222534171212713771219863546771317,0x9b33ae6b4b6f7012b3ddc244d42fd2f6681ace660e07d2c6cb7912285137f02b
Will Trump act to ban mail-in voting or voting machines in 2025?,Yes,No,0.11,2,1,1,1,1,52.98,0.02,50,0,0,0,0,0,29.81,19.11,0.04,0.15,0.1,3.5,0.01,FALSE,will-any-state-eliminate-mail-in-votingvoting-machines-in-the-2026-midterm-elections,36402825643734985192182062220999931812798335636627484593159901844323552047873,99169259142827875380235544173341800146406456123309664843978496187972710234949,0xfa17c197e8330096bf3ab871559ed69cb6940bf4a46174579e5d2c1f8faae1f1
Will the New York Knicks win more than 53.5 regular season games in 2025–26?,Yes,No,0.58,2,1,1,1,1,57.13,0.02,20,9.34,8.41,7.47,5.29,9.2,26.45,19.04,0.16,0.74,0.45,3.5,0.01,FALSE,will-the-new-york-knicks-win-more-than-53pt5-regular-season-games-in-202526,80933473320892666004583873029076569802046189793966262719157378732857666198688,72116051946554593924282344398348845960428159344770441040401408974461231309808,0xa02a14b12d20c355abdfd83353dfeab2d9e74fbbb632d198b35127fa735ac5b5
Will Frankenstein win Best Production Design at the 98th Academy Awards?,Yes,No,0.17,2,1,1,1,1,29.54,0.03,50,0,4.53,7.76,10.83,12.91,6.96,8.33,0.52,0.69,0.6,4.5,0.01,TRUE,will-frankenstein-win-best-production-design-at-the-98th-academy-awards,1530205004298226087006929111227812862292089818938165202645531346934112949540,70927559079831820934440414350793149235982422691857734640528013293571151312956,0x6083fe03ca1d8a2b16f352c8f3460762ea8c58220975bcdb144a5c33e8f77cf9
Will One Battle After Another win Best Cinematography at the 98th Academy Awards?,Yes,No,0.21,2,1,1,1,1,43.36,0.02,50,11.65,11.05,19.61,16.71,21.85,12.47,7.1,0.39,0.6,0.5,4.5,0.01,TRUE,will-one-battle-after-another-win-best-cinematography-at-the-98th-academy-awards,62441115805494559525017190363019355430536480841874148392512846427756976125489,102748301085702383063938000129249534393435822349644450614406257483208522177828,0x8cbdce3051fb67c33858b5a2e35a67f74c68e5f7c5f405232c13ddd538c02745
Will It Was Just an Accident be nominated for Best Picture at the 98th Academy Awards?,Yes,No,0.3,2,1,1,1,1,41.89,0.02,100,9.56,14.67,17.78,23.56,22.5,8.98,15.29,0.64,0.94,0.8,4.5,0.01,FALSE,will-it-was-just-an-accident-be-nominated-for-best-picture-at-the-98th-academy-awards,64166744960755328881699699303196166446419670042650306395592004364915055826180,9132445093838995707071738443066921496898745137766732232196284725579687220193,0x2d50e48a8fdf485089e1366b003841b49426b03251a375bb22472b9bbcc48dc1
Will Amanda Edwards win TX-18 Special Election?,Yes,No,0.76,2,1,1,1,1,46.39,0.02,100,4.6,5.74,7.05,5.75,5.18,6.66,42.28,0.11,0.87,0.49,3.5,0.01,TRUE,will-amanda-edwards-win-tx-18-special-election,40254106575472061941375290040006576761421521228516905144674261800051321707482,44440935186939022539404219493934689092553157650407042871781503732943077460933,0x30054813e3042a136c7425521dcff77de0f373eb90115a18a1572385600789cb
Will A$AP Rocky release an album in 2025?,Yes,No,0.11,2,1,1,1,1,188.8,0.01,50,249.66,145.94,104.68,124.8,99.56,48.08,29.99,0.14,0.25,0.2,3.5,0.01,FALSE,will-aap-rocky-release-an-album-in-2025,14740864434834792617302313577513667690001999408113578436454619377320373643369,100570241033727904879956082438689263916722533424191903436976890130268984851361,0xd3402431c7265e4c7ce0e81e4b1222844fc38572f54555e8c167917b8f520b4b
Will Michael B. Jordan be nominated for Best Actor at the 98th Academy Awards?,Yes,No,0.32,2,1,1,1,1,45.1,0.02,100,0,0,13.03,16.65,16.35,15.1,15.57,0.62,0.94,0.78,4.5,0.01,FALSE,will-michael-b-jordan-be-nominated-for-best-actor-at-the-98th-academy-awards,58833268991499526632201672003897796158554021477987418868843229130495678128765,80195769281671292496605667107826672350244938259276871340928788781974197161355,0x56b6ea1e2601b232df67cb8adf6400e1c017a0e2f5896c696b76a5a2a94d18fd
Will Fernando Mendoza win the Heisman Trophy?,Yes,No,0.068,5,1,1,0.87,1.14,44.53,0.02,20,5.36,4.72,6.6,6.47,13.78,8.74,27.77,0.388,0.456,0.42,4.5,0.001,TRUE,will-fernando-mendoz-win-the-heisman-trophy,84821038215146500218899063244477772864108132123370066983636736132856310237284,21841652023101219185420041860148106500242269839952970616163772789609757743214,0x9766858089872083c10cf821f26df52ef4c0d9a5cba8977c50ca7621c3685a64
Cardano ETF in 2025?,Yes,No,0.07,2,1,1,1,1,52.15,0.02,50,25.82,22.72,24.52,26.27,24.47,14.98,15.23,0.28,0.35,0.32,3.5,0.01,FALSE,cardano-etf-in-2025,57904639948532778002248435788724940210404315989659385112544649656833850984460,109612312495067640558838633989701459337742301251106810966580588890274721616442,0xda2699840a84b3388cf1162df4b8d4e249a22c44380e55d7820e25c1513121b0
Will Bill Clinton attend Dick Cheney's funeral?,Yes,No,0.26,2,1,1,1,1,46.62,0.02,20,51.18,30.7,21.82,22.08,17.02,11.06,18.54,0.46,0.72,0.58,5.5,0.01,FALSE,will-bill-clinton-attend-dick-cheneys-funeral,65856068033468343511682107170038481567413912857729006355106955954672892004088,31160574078791242260579353868982832739208512791965349049308177543653731693154,0xcb39b9db4ae7edde7c086c67f06af42aaeddeaeef47f7ca50dec4c4d5b12c8cd
Will Grok have a MacOS desktop app live by December 31?,Yes,No,0.08,2,1,1,1,1,47.88,0.02,50,28.98,23.01,16.27,12.86,12.45,15.48,15.51,0.13,0.21,0.18,4.5,0.01,FALSE,will-grok-have-a-macos-desktop-app-live-by-december-31,14440638192058713232920975717566115428541123298322187132361311550327156862010,31770169643796213641877091277794069266899151529274093563265803719761888294817,0xae3fbb421663b30f5438e3bdce9b45af2069bad5b5ef16ec17c38553ea42c787
Will 'A Minecraft Movie' have the second best domestic opening weekend in 2025?,Yes,No,0.43,2,1,1,1,1,53.52,0.02,100,12.05,7.07,7.03,4.99,27.11,11.49,13.54,0.13,0.56,0.34,3.5,0.01,TRUE,will-a-minecraft-movie-have-the-second-best-domestic-opening-weekend-in-2025,67760838192334031085135894506678466720382662840420351005634112727260504316312,111152233708851337819871451992111737679131527779169774344653125320083623484609,0x60d9067fa29c8b2be6db55f578ac722dfe8cfd98b68ee793500a7c19c53d9c7c
Will Karl Rove attend Dick Cheney's funeral?,Yes,No,0.56,2,1,1,1,1,62.47,0.02,20,0,6.9,7.28,5.6,5.51,31.32,25.64,0.36,0.92,0.64,5.5,0.01,FALSE,will-karl-rove-attend-dick-cheneys-funeral,15435936353476333639865703795120218968254104409846044478827786846939997723543,86602617701234055204781913891285316715997211406598296345405509218793746887531,0x3eb2fe4b68154dd617039a7d2d73ad80ddbae19d128647d7341bd78002560199
Will sports prediction markets be banned in any U.S. state in 2025?,Yes,No,0.14,2,1,1,1,1,55.74,0.02,50,0,0,6.93,33.72,24.08,12.32,22.07,0.14,0.28,0.21,4.5,0.01,FALSE,will-sports-prediction-markets-be-banned-in-any-us-state-in-2025,46136168058843612493502776535053030707539001158778425753375105130862876708173,62884076559509055007267132657497267306709472325262130368002272462138759835613,0x0e9769bb4ec8f2c7e401caf402ae16af3da86d2f9138bc293cc6900535fabcac
Will WOLF win the Orderly trading competition?,Yes,No,0.13,2,1,1,1,1,149.22,0.01,20,0,0,0,18.85,49.24,49.99,49.99,0.18,0.31,0.24,3.5,0.01,TRUE,will-wolf-win-the-orderly-trading-competition,114268890296524366042861878421025462290586455807537935905626169717433493103205,38131882558017778678206866797859303376672752477812220674689916914780976472236,0x75ae5766468db3a0d36a4baf5af1b0a2aa24b909cd897d488a40f1d6aa33c997
Will Wicked: For Good win Best Costume Design at the 98th Academy Awards?,Yes,No,0.18,2,1,1,1,1,60.32,0.02,50,0,0,6.89,27.32,33.48,15.46,8.57,0.21,0.39,0.3,4.5,0.01,TRUE,will-wicked-for-good-win-best-costume-design-at-the-98th-academy-awards,103902113499316054236878785205953606217440054262030529293726164161466716924894,21841385451715661913239295910705700410139478191640310393894313097815885616204,0x24406a0ec82aeac00e05d9d5225acea69b52405001a5e52d67d4350d4783afdc
Will No Other Choice be nominated for Best Picture at the 98th Academy Awards?,Yes,No,0.18,2,1,1,1,1,160.95,0.01,100,19.84,14.74,44.26,49.93,55.12,59.41,33.06,0.18,0.36,0.27,4.5,0.01,FALSE,will-no-other-choice-be-nominated-for-best-picture-at-the-98th-academy-awards,34213041257985301303568484935681069514195819808346668447600799360091700864427,105464296479906412884109118551005498402825818216352940563282703553280196166965,0x73b65af199505537a0a8bab3e75b07cd468c0e13c5c7df506e0ae361597f3c21
Will Yorgos Lanthimos be nominated for Best Director at the 98th Academy Awards?,Yes,No,0.32,2,1,1,1,1,143.82,0.01,50,8.28,5.03,37.24,26.74,43.55,53.71,34.3,0.11,0.43,0.27,4.5,0.01,FALSE,will-yorgos-lanthimos-be-nominated-for-best-director-at-the-98th-academy-awards,72373459189833361116634110271916258369020439760118098879290256341187337042079,54187648924820910531369074411798832345558892332764157680611984143903250918042,0x85afdbac4b1826115b6caa2029fb1011894226ee3bed5504b228678755f536e2
Will a Sabrina Carpenter song reach #1 again this year?,Yes,No,0.11,2,1,1,1,1,68.37,0.01,100,84.64,57.08,53.02,42.62,38.07,15.93,9.84,0.01,0.12,0.06,3.5,0.01,FALSE,will-a-sabrina-carpenter-song-reach-1-again-this-year,4156541309725993802054702265629902289870845273683346995910476578726009987194,113784223656710947642844666836926087253493722047558098047752044084069347440345,0x9b62b9d973da7c7a34dfe3b66664d1ffc56105becaa0ab6afcd2a8ab7211ea21
